brand,model,year,total_complaints,cv_wellness_complaints,cv_wellness,wb_wellness_complaints,wb_wellness,brk_wellness_complaints,brk_wellness,bat_wellness_complaints,bat_wellness,alt_wellness_complaints,alt_wellness,sta_wellness_complaints,sta_wellness,coolant_wellness_complaints,coolant_wellness,ignition_wellness_complaints,ignition_wellness,fuel_wellness_complaints,fuel_wellness,drivetrain_score,electrical_score,engine_score,overall_score
Ford,Explorer,2002,3620,9,65.8,225,5.0,373,5.0,31,5.0,3,88.6,4,84.8,32,5.0,91,5.0,84,5.0,25.27,59.47,5.0,29.91
Ford,Explorer,2003,1313,3,88.6,56,5.0,133,5.0,11,58.2,3,88.6,4,84.8,11,58.2,30,5.0,32,5.0,32.87,77.2,22.73,44.27
Ford,Explorer,2004,1408,5,81.0,31,5.0,137,5.0,18,31.6,5,81.0,7,73.4,8,69.6,19,27.8,58,5.0,30.33,62.0,34.13,42.15
Ford,Explorer,2005,567,1,96.2,4,84.8,60,5.0,4,84.8,5,81.0,0,100.0,7,73.4,13,50.6,26,5.0,62.0,88.6,43.0,64.53
Ford,Explorer,2006,635,0,100.0,3,88.6,90,5.0,7,73.4,2,92.4,2,92.4,169,5.0,18,31.6,43,5.0,64.53,86.07,13.87,54.82
Ford,Explorer,2007,208,0,100.0,1,96.2,32,5.0,2,92.4,0,100.0,0,100.0,16,39.2,12,54.4,7,73.4,67.07,97.47,55.67,73.4
Ford,Explorer,2008,146,1,96.2,5,81.0,18,31.6,5,81.0,5,81.0,0,100.0,10,62.0,23,12.6,2,92.4,69.6,87.33,55.67,70.87
Ford,Explorer,2009,33,0,100.0,1,96.2,4,84.8,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,1,96.2,93.67,100.0,98.73,97.47
Ford,Explorer,2010,115,0,100.0,4,84.8,32,5.0,0,100.0,1,96.2,0,100.0,0,100.0,6,77.2,1,96.2,63.27,98.73,91.13,84.38
Ford,Explorer,2011,1179,1,96.2,1,96.2,54,5.0,13,50.6,5,81.0,0,100.0,37,5.0,16,39.2,46,5.0,65.8,77.2,16.4,53.13
Ford,Explorer,2012,810,0,100.0,0,100.0,46,5.0,12,54.4,2,92.4,0,100.0,9,65.8,12,54.4,27,5.0,68.33,82.27,41.73,64.11
Ford,Explorer,2013,2204,5,81.0,7,73.4,92,5.0,26,5.0,6,77.2,0,100.0,85,5.0,17,35.4,94,5.0,53.13,60.73,15.13,43.0
Ford,Explorer,2014,1651,4,84.8,7,73.4,66,5.0,19,27.8,5,81.0,0,100.0,52,5.0,8,69.6,37,5.0,54.4,69.6,26.53,50.18
Ford,Explorer,2015,1708,4,84.8,7,73.4,54,5.0,17,35.4,6,77.2,0,100.0,55,5.0,9,65.8,17,35.4,54.4,70.87,35.4,53.56
Ford,Explorer,2016,2381,3,88.6,4,84.8,76,5.0,24,8.8,4,84.8,1,96.2,178,5.0,21,20.2,46,5.0,59.47,63.27,10.07,44.27
Ford,Explorer,2017,1606,1,96.2,2,92.4,51,5.0,30,5.0,3,88.6,4,84.8,139,5.0,23,12.6,19,27.8,64.53,59.47,15.13,46.38
Ford,Explorer,2018,675,0,100.0,0,100.0,14,46.8,21,20.2,2,92.4,1,96.2,52,5.0,10,62.0,12,54.4,82.27,69.6,40.47,64.11
Ford,Explorer,2019,268,0,100.0,0,100.0,7,73.4,8,69.6,1,96.2,0,100.0,6,77.2,4,84.8,5,81.0,91.13,88.6,81.0,86.91
Ford,Explorer,2020,1091,26,5.0,3,88.6,160,5.0,24,8.8,5,81.0,3,88.6,18,31.6,8,69.6,27,5.0,32.87,59.47,35.4,42.58
Ford,Explorer,2021,365,4,84.8,2,92.4,38,5.0,8,69.6,3,88.6,3,88.6,6,77.2,4,84.8,11,58.2,60.73,82.27,73.4,72.13
Ford,Explorer,2022,218,1,96.2,0,100.0,23,12.6,7,73.4,2,92.4,0,100.0,3,88.6,1,96.2,14,46.8,69.6,88.6,77.2,78.47
Ford,Explorer,2023,86,0,100.0,0,100.0,10,62.0,2,92.4,0,100.0,0,100.0,1,96.2,3,88.6,4,84.8,87.33,97.47,89.87,91.56
Ford,Explorer,2024,14,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,100.0,100.0,100.0,100.0
Ford,Explorer,2025,69,0,100.0,0,100.0,15,43.0,2,92.4,0,100.0,0,100.0,0,100.0,1,96.2,3,88.6,81.0,97.47,94.93,91.13
Ford,Focus,2000,3881,12,54.4,160,5.0,537,5.0,130,5.0,26,5.0,19,27.8,47,5.0,1114,5.0,452,5.0,21.47,12.6,5.0,13.02
Ford,Focus,2001,1815,3,88.6,33,5.0,266,5.0,62,5.0,17,35.4,9,65.8,25,5.0,385,5.0,323,5.0,32.87,35.4,5.0,24.42
Ford,Focus,2002,1018,3,88.6,17,35.4,129,5.0,36,5.0,16,39.2,10,62.0,17,35.4,225,5.0,94,5.0,43.0,35.4,15.13,31.18
Ford,Focus,2003,1017,1,96.2,4,84.8,99,5.0,23,12.6,16,39.2,6,77.2,12,54.4,503,5.0,22,16.4,62.0,43.0,25.27,43.42
Ford,Focus,2004,387,1,96.2,1,96.2,60,5.0,12,54.4,5,81.0,2,92.4,6,77.2,168,5.0,12,54.4,65.8,75.93,45.53,62.42
Ford,Focus,2005,440,3,88.6,3,88.6,71,5.0,16,39.2,14,46.8,2,92.4,4,84.8,71,5.0,13,50.6,60.73,59.47,46.8,55.67
Ford,Focus,2006,204,0,100.0,1,96.2,28,5.0,3,88.6,2,92.4,0,100.0,3,88.6,32,5.0,5,81.0,67.07,93.67,58.2,72.98
Ford,Focus,2007,391,1,96.2,5,81.0,51,5.0,29,5.0,36,5.0,1,96.2,3,88.6,22,16.4,6,77.2,60.73,35.4,60.73,52.29
Ford,Focus,2008,249,0,100.0,2,92.4,21,20.2,4,84.8,0,100.0,2,92.4,1,96.2,35,5.0,7,73.4,70.87,92.4,58.2,73.82
Ford,Focus,2009,228,0,100.0,0,100.0,21,20.2,3,88.6,0,100.0,3,88.6,0,100.0,31,5.0,6,77.2,73.4,92.4,60.73,75.51
Ford,Focus,2010,286,1,96.2,2,92.4,20,24.0,5,81.0,0,100.0,1,96.2,4,84.8,18,31.6,13,50.6,70.87,92.4,55.67,72.98
Ford,Focus,2011,112,0,100.0,1,96.2,7,73.4,5,81.0,1,96.2,0,100.0,0,100.0,2,92.4,4,84.8,89.87,92.4,92.4,91.56
Ford,Focus,2012,3777,2,92.4,11,58.2,216,5.0,101,5.0,10,62.0,18,31.6,85,5.0,69,5.0,416,5.0,51.87,32.87,5.0,29.91
Ford,Focus,2013,2098,1,96.2,2,92.4,110,5.0,59,5.0,5,81.0,6,77.2,49,5.0,44,5.0,291,5.0,64.53,54.4,5.0,41.31
Ford,Focus,2014,2625,1,96.2,2,92.4,151,5.0,63,5.0,3,88.6,7,73.4,81,5.0,34,5.0,427,5.0,64.53,55.67,5.0,41.73
Ford,Focus,2015,1006,0,100.0,0,100.0,37,5.0,39,5.0,1,96.2,3,88.6,53,5.0,10,62.0,142,5.0,68.33,63.27,24.0,51.87
Ford,Focus,2016,1176,1,96.2,4,84.8,47,5.0,25,5.0,2,92.4,5,81.0,71,5.0,16,39.2,192,5.0,62.0,59.47,16.4,45.96
Ford,Focus,2017,880,0,100.0,1,96.2,33,5.0,29,5.0,2,92.4,0,100.0,59,5.0,10,62.0,142,5.0,67.07,65.8,24.0,52.29
Ford,Focus,2018,800,1,96.2,0,100.0,48,5.0,28,5.0,1,96.2,4,84.8,57,5.0,7,73.4,123,5.0,67.07,62.0,27.8,52.29
Ford,EcoSport,2018,711,0,100.0,0,100.0,39,5.0,19,27.8,3,88.6,6,77.2,22,16.4,13,50.6,21,20.2,68.33,64.53,29.07,53.98
Ford,EcoSport,2019,439,0,100.0,1,96.2,18,31.6,9,65.8,1,96.2,3,88.6,17,35.4,2,92.4,23,12.6,75.93,83.53,46.8,68.75
Ford,EcoSport,2020,370,0,100.0,0,100.0,27,5.0,10,62.0,0,100.0,0,100.0,10,62.0,4,84.8,17,35.4,68.33,87.33,60.73,72.13
Ford,EcoSport,2021,236,2,92.4,1,96.2,19,27.8,6,77.2,4,84.8,1,96.2,10,62.0,2,92.4,7,73.4,72.13,86.07,75.93,78.04
Ford,EcoSport,2022,10,0,100.0,0,100.0,2,92.4,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,97.47,100.0,100.0,99.16
Chevrolet,Silverado,2000,2168,1,96.2,17,35.4,1180,5.0,13,50.6,1,96.2,1,96.2,13,50.6,19,27.8,43,5.0,45.53,81.0,27.8,51.44
Chevrolet,Silverado,2001,1841,4,84.8,21,20.2,990,5.0,22,16.4,5,81.0,4,84.8,15,43.0,20,24.0,66,5.0,36.67,60.73,24.0,40.47
Chevrolet,Silverado,2002,1656,6,77.2,12,54.4,983,5.0,12,54.4,2,92.4,3,88.6,11,58.2,25,5.0,61,5.0,45.53,78.47,22.73,48.91
Chevrolet,Silverado,2003,2117,3,88.6,18,31.6,1041,5.0,37,5.0,4,84.8,5,81.0,21,20.2,29,5.0,40,5.0,41.73,56.93,10.07,36.24
Chevrolet,Silverado,2004,1847,6,77.2,12,54.4,777,5.0,18,31.6,8,69.6,2,92.4,38,5.0,32,5.0,31,5.0,45.53,64.53,5.0,38.35
Chevrolet,Silverado,2005,1184,2,92.4,19,27.8,365,5.0,17,35.4,1,96.2,5,81.0,24,8.8,23,12.6,29,5.0,41.73,70.87,8.8,40.47
Chevrolet,Silverado,2006,773,3,88.6,32,5.0,374,5.0,6,77.2,1,96.2,0,100.0,18,31.6,12,54.4,7,73.4,32.87,91.13,53.13,59.04
Chevrolet,Silverado,2007,1054,0,100.0,5,81.0,140,5.0,18,31.6,2,92.4,4,84.8,8,69.6,20,24.0,21,20.2,62.0,69.6,37.93,56.51
Chevrolet,Silverado,2008,1073,0,100.0,1,96.2,59,5.0,17,35.4,3,88.6,5,81.0,9,65.8,25,5.0,23,12.6,67.07,68.33,27.8,54.4
Chevrolet,Tahoe,2000,302,0,100.0,1,96.2,147,5.0,3,88.6,0,100.0,1,96.2,2,92.4,6,77.2,9,65.8,67.07,94.93,78.47,80.16
Chevrolet,Tahoe,2001,521,1,96.2,3,88.6,283,5.0,16,39.2,0,100.0,0,100.0,3,88.6,11,58.2,6,77.2,63.27,79.73,74.67,72.56
Chevrolet,Tahoe,2002,462,1,96.2,6,77.2,189,5.0,10,62.0,0,100.0,2,92.4,3,88.6,9,65.8,19,27.8,59.47,84.8,60.73,68.33
Chevrolet,Tahoe,2003,534,0,100.0,2,92.4,116,5.0,6,77.2,3,88.6,1,96.2,4,84.8,13,50.6,19,27.8,65.8,87.33,54.4,69.18
Chevrolet,Tahoe,2004,466,0,100.0,2,92.4,94,5.0,9,65.8,1,96.2,1,96.2,19,27.8,7,73.4,11,58.2,65.8,86.07,53.13,68.33
Chevrolet,Tahoe,2005,291,0,100.0,2,92.4,35,5.0,2,92.4,0,100.0,0,100.0,8,69.6,6,77.2,10,62.0,65.8,97.47,69.6,77.62
Chevrolet,Tahoe,2006,114,0,100.0,0,100.0,14,46.8,2,92.4,1,96.2,0,100.0,1,96.2,1,96.2,2,92.4,82.27,96.2,94.93,91.13
Chevrolet,Tahoe,2007,1176,0,100.0,3,88.6,39,5.0,34,5.0,3,88.6,4,84.8,3,88.6,20,24.0,17,35.4,64.53,59.47,49.33,57.78
Chevrolet,Tahoe,2008,585,1,96.2,0,100.0,31,5.0,21,20.2,5,81.0,4,84.8,0,100.0,10,62.0,11,58.2,67.07,62.0,73.4,67.49
Chevrolet,Tahoe,2009,303,0,100.0,2,92.4,21,20.2,9,65.8,2,92.4,0,100.0,3,88.6,6,77.2,12,54.4,70.87,86.07,73.4,76.78
Chevrolet,Tahoe,2010,319,0,100.0,0,100.0,9,65.8,4,84.8,0,100.0,2,92.4,0,100.0,2,92.4,1,96.2,88.6,92.4,96.2,92.4
Chevrolet,Tahoe,2011,456,0,100.0,0,100.0,20,24.0,3,88.6,2,92.4,0,100.0,0,100.0,5,81.0,4,84.8,74.67,93.67,88.6,85.65
Chevrolet,Tahoe,2012,179,0,100.0,0,100.0,10,62.0,1,96.2,1,96.2,0,100.0,0,100.0,1,96.2,2,92.4,87.33,97.47,96.2,93.67
Chevrolet,Tahoe,2013,231,0,100.0,1,96.2,7,73.4,1,96.2,1,96.2,0,100.0,1,96.2,2,92.4,5,81.0,89.87,97.47,89.87,92.4
Chevrolet,Tahoe,2014,93,0,100.0,0,100.0,13,50.6,5,81.0,1,96.2,0,100.0,0,100.0,1,96.2,3,88.6,83.53,92.4,94.93,90.29
Chevrolet,Tahoe,2015,654,0,100.0,0,100.0,251,5.0,19,27.8,3,88.6,0,100.0,7,73.4,10,62.0,21,20.2,68.33,72.13,51.87,64.11
Chevrolet,Tahoe,2016,252,0,100.0,0,100.0,101,5.0,4,84.8,1,96.2,0,100.0,2,92.4,6,77.2,7,73.4,68.33,93.67,81.0,81.0
Chevrolet,Tahoe,2017,164,0,100.0,0,100.0,51,5.0,2,92.4,2,92.4,0,100.0,1,96.2,7,73.4,9,65.8,68.33,94.93,78.47,80.58
Chevrolet,Tahoe,2018,90,0,100.0,0,100.0,27,5.0,5,81.0,0,100.0,0,100.0,2,92.4,2,92.4,4,84.8,68.33,93.67,89.87,83.96
Chevrolet,Tahoe,2019,98,0,100.0,0,100.0,12,54.4,0,100.0,0,100.0,0,100.0,2,92.4,3,88.6,24,8.8,84.8,100.0,63.27,82.69
Chevrolet,Tahoe,2020,46,0,100.0,0,100.0,6,77.2,2,92.4,0,100.0,0,100.0,1,96.2,1,96.2,3,88.6,92.4,97.47,93.67,94.51
Chevrolet,Tahoe,2021,386,0,100.0,1,96.2,27,5.0,20,24.0,2,92.4,6,77.2,7,73.4,11,58.2,93,5.0,67.07,64.53,45.53,59.04
Chevrolet,Tahoe,2022,158,0,100.0,0,100.0,18,31.6,12,54.4,0,100.0,3,88.6,5,81.0,3,88.6,8,69.6,77.2,81.0,79.73,79.31
Chevrolet,Tahoe,2023,172,1,96.2,0,100.0,27,5.0,7,73.4,1,96.2,1,96.2,1,96.2,2,92.4,9,65.8,67.07,88.6,84.8,80.16
Chevrolet,Tahoe,2024,55,0,100.0,0,100.0,11,58.2,4,84.8,0,100.0,0,100.0,0,100.0,1,96.2,1,96.2,86.07,94.93,97.47,92.82
Chevrolet,Tahoe,2025,22,0,100.0,0,100.0,11,58.2,0,100.0,0,100.0,0,100.0,0,100.0,1,96.2,0,100.0,86.07,100.0,98.73,94.93
Chevrolet,Trax,2013,0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,100.0,100.0,100.0,100.0
Chevrolet,Trax,2014,0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,100.0,100.0,100.0,100.0
Chevrolet,Trax,2015,94,0,100.0,0,100.0,13,50.6,4,84.8,1,96.2,2,92.4,6,77.2,7,73.4,2,92.4,83.53,91.13,81.0,85.22
Chevrolet,Trax,2016,111,0,100.0,0,100.0,11,58.2,3,88.6,0,100.0,0,100.0,7,73.4,8,69.6,11,58.2,86.07,96.2,67.07,83.11
Chevrolet,Trax,2017,107,0,100.0,0,100.0,9,65.8,2,92.4,0,100.0,1,96.2,11,58.2,0,100.0,6,77.2,88.6,96.2,78.47,87.76
Chevrolet,Trax,2018,95,1,96.2,0,100.0,10,62.0,4,84.8,2,92.4,0,100.0,9,65.8,0,100.0,5,81.0,86.07,92.4,82.27,86.91
Chevrolet,Trax,2019,130,0,100.0,0,100.0,14,46.8,4,84.8,0,100.0,0,100.0,8,69.6,1,96.2,2,92.4,82.27,94.93,86.07,87.76
Chevrolet,Trax,2020,84,0,100.0,0,100.0,15,43.0,3,88.6,1,96.2,0,100.0,9,65.8,3,88.6,5,81.0,81.0,94.93,78.47,84.8
Chevrolet,Trax,2021,20,0,100.0,0,100.0,7,73.4,1,96.2,1,96.2,0,100.0,2,92.4,1,96.2,1,96.2,91.13,97.47,94.93,94.51
Chevrolet,Trax,2022,9,0,100.0,0,100.0,1,96.2,1,96.2,0,100.0,0,100.0,0,100.0,1,96.2,1,96.2,98.73,98.73,97.47,98.31
Chevrolet,Trax,2023,0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,100.0,100.0,100.0,100.0
Chevrolet,Trax,2024,141,0,100.0,0,100.0,17,35.4,3,88.6,0,100.0,0,100.0,4,84.8,4,84.8,3,88.6,78.47,96.2,86.07,86.91
Chevrolet,Trax,2025,65,0,100.0,0,100.0,9,65.8,2,92.4,0,100.0,0,100.0,0,100.0,0,100.0,4,84.8,88.6,97.47,94.93,93.67
Chevrolet,Malibu,2000,979,1,96.2,3,88.6,249,5.0,27,5.0,6,77.2,7,73.4,82,5.0,98,5.0,72,5.0,63.27,51.87,5.0,40.05
Chevrolet,Malibu,2001,749,2,92.4,6,77.2,115,5.0,15,43.0,5,81.0,14,46.8,71,5.0,145,5.0,51,5.0,58.2,56.93,5.0,40.04
Chevrolet,Malibu,2002,596,3,88.6,4,84.8,79,5.0,27,5.0,5,81.0,6,77.2,44,5.0,132,5.0,37,5.0,59.47,54.4,5.0,39.62
Chevrolet,Malibu,2003,610,0,100.0,4,84.8,114,5.0,22,16.4,4,84.8,7,73.4,20,24.0,160,5.0,53,5.0,63.27,58.2,11.33,44.27
Chevrolet,Malibu,2004,1697,3,88.6,2,92.4,141,5.0,27,5.0,3,88.6,6,77.2,17,35.4,110,5.0,78,5.0,62.0,56.93,15.13,44.69
Chevrolet,Malibu,2005,1393,5,81.0,1,96.2,170,5.0,26,5.0,5,81.0,17,35.4,20,24.0,91,5.0,78,5.0,60.73,40.47,11.33,37.51
Chevrolet,Malibu,2006,1385,2,92.4,1,96.2,173,5.0,23,12.6,10,62.0,9,65.8,8,69.6,45,5.0,91,5.0,64.53,46.8,26.53,45.95
Chevrolet,Malibu,2007,991,2,92.4,1,96.2,100,5.0,12,54.4,0,100.0,3,88.6,6,77.2,35,5.0,42,5.0,64.53,81.0,29.07,58.2
Chevrolet,Malibu,2008,1011,1,96.2,4,84.8,147,5.0,20,24.0,4,84.8,9,65.8,7,73.4,40,5.0,52,5.0,62.0,58.2,27.8,49.33
Chevrolet,Malibu,2009,1507,2,92.4,7,73.4,258,5.0,34,5.0,9,65.8,8,69.6,8,69.6,52,5.0,66,5.0,56.93,46.8,26.53,43.42
Chevrolet,Malibu,2010,1356,3,88.6,4,84.8,319,5.0,30,5.0,5,81.0,2,92.4,9,65.8,28,5.0,56,5.0,59.47,59.47,25.27,48.07
Chevrolet,Malibu,2011,971,0,100.0,4,84.8,98,5.0,36,5.0,7,73.4,6,77.2,10,62.0,30,5.0,53,5.0,63.27,51.87,24.0,46.38
Chevrolet,Malibu,2012,904,1,96.2,1,96.2,96,5.0,38,5.0,4,84.8,9,65.8,10,62.0,30,5.0,73,5.0,65.8,51.87,24.0,47.22
Chevrolet,Malibu,2013,916,0,100.0,18,31.6,91,5.0,154,5.0,41,5.0,7,73.4,31,5.0,50,5.0,72,5.0,45.53,27.8,5.0,26.11
Chevrolet,Malibu,2014,361,0,100.0,17,35.4,82,5.0,30,5.0,2,92.4,1,96.2,7,73.4,21,20.2,27,5.0,46.8,64.53,32.87,48.07
Chevrolet,Malibu,2015,264,0,100.0,0,100.0,31,5.0,17,35.4,5,81.0,1,96.2,2,92.4,13,50.6,12,54.4,68.33,70.87,65.8,68.33
Chevrolet,Malibu,2016,848,2,92.4,4,84.8,154,5.0,74,5.0,13,50.6,6,77.2,12,54.4,30,5.0,34,5.0,60.73,44.27,21.47,42.16
Chevrolet,Malibu,2017,711,0,100.0,0,100.0,95,5.0,63,5.0,5,81.0,4,84.8,4,84.8,17,35.4,30,5.0,68.33,56.93,41.73,55.66
Chevrolet,Malibu,2018,670,0,100.0,1,96.2,88,5.0,56,5.0,2,92.4,4,84.8,4,84.8,7,73.4,50,5.0,67.07,60.73,54.4,60.73
Chevrolet,Malibu,2019,184,0,100.0,0,100.0,35,5.0,24,8.8,1,96.2,1,96.2,2,92.4,6,77.2,14,46.8,68.33,67.07,72.13,69.18
Chevrolet,Malibu,2020,181,0,100.0,0,100.0,47,5.0,17,35.4,2,92.4,0,100.0,0,100.0,4,84.8,11,58.2,68.33,75.93,81.0,75.09
Chevrolet,Malibu,2021,63,0,100.0,0,100.0,10,62.0,8,69.6,0,100.0,1,96.2,0,100.0,3,88.6,3,88.6,87.33,88.6,92.4,89.44
Chevrolet,Malibu,2022,70,0,100.0,0,100.0,5,81.0,2,92.4,0,100.0,0,100.0,2,92.4,0,100.0,5,81.0,93.67,97.47,91.13,94.09
Chevrolet,Malibu,2023,24,0,100.0,0,100.0,4,84.8,3,88.6,0,100.0,0,100.0,0,100.0,2,92.4,1,96.2,94.93,96.2,96.2,95.78
Chevrolet,Malibu,2024,8,0,100.0,0,100.0,3,88.6,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,96.2,100.0,100.0,98.73
Chevrolet,Malibu,2025,3,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,100.0,100.0,100.0,100.0
Chevrolet,Cruze,2009,0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,100.0,100.0,100.0,100.0
Chevrolet,Cruze,2010,2,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,100.0,100.0,100.0,100.0
Chevrolet,Cruze,2011,728,0,100.0,3,88.6,113,5.0,27,5.0,4,84.8,0,100.0,101,5.0,31,5.0,55,5.0,64.53,63.27,5.0,44.27
Chevrolet,Cruze,2012,860,1,96.2,1,96.2,198,5.0,41,5.0,5,81.0,3,88.6,133,5.0,32,5.0,41,5.0,65.8,58.2,5.0,43.0
Chevrolet,Cruze,2013,584,12,54.4,0,100.0,82,5.0,18,31.6,6,77.2,2,92.4,118,5.0,47,5.0,18,31.6,53.13,67.07,13.87,44.69
Chevrolet,Cruze,2014,690,8,69.6,1,96.2,60,5.0,53,5.0,9,65.8,10,62.0,92,5.0,44,5.0,22,16.4,56.93,44.27,8.8,36.67
Chevrolet,Cruze,2015,250,1,96.2,2,92.4,32,5.0,16,39.2,1,96.2,1,96.2,63,5.0,15,43.0,20,24.0,64.53,77.2,24.0,55.24
Chevrolet,Cruze,2016,242,0,100.0,0,100.0,38,5.0,17,35.4,2,92.4,4,84.8,43,5.0,10,62.0,15,43.0,68.33,70.87,36.67,58.62
Chevrolet,Cruze,2017,198,0,100.0,0,100.0,43,5.0,14,46.8,1,96.2,1,96.2,0,100.0,18,31.6,17,35.4,68.33,79.73,55.67,67.91
Chevrolet,Cruze,2018,107,0,100.0,0,100.0,16,39.2,1,96.2,0,100.0,0,100.0,1,96.2,7,73.4,6,77.2,79.73,98.73,82.27,86.91
Chevrolet,Cruze,2019,18,0,100.0,0,100.0,2,92.4,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,1,96.2,97.47,100.0,98.73,98.73
Hyundai,Ioniq,2020,1,0,100.0,0,100.0,0,100.0,1,96.2,0,100.0,0,100.0,1,96.2,0,100.0,0,100.0,100.0,98.73,98.73,99.15
Hyundai,Palisade,2020,471,0,100.0,1,96.2,37,5.0,5,81.0,3,88.6,0,100.0,4,84.8,7,73.4,20,24.0,67.07,89.87,60.73,72.56
Hyundai,Palisade,2021,375,1,96.2,0,100.0,22,16.4,1,96.2,1,96.2,1,96.2,3,88.6,4,84.8,12,54.4,70.87,96.2,75.93,81.0
Hyundai,Palisade,2022,260,0,100.0,0,100.0,17,35.4,3,88.6,2,92.4,1,96.2,17,35.4,3,88.6,7,73.4,78.47,92.4,65.8,78.89
Hyundai,Palisade,2023,349,0,100.0,0,100.0,101,5.0,7,73.4,0,100.0,1,96.2,0,100.0,4,84.8,13,50.6,68.33,89.87,78.47,78.89
Hyundai,Palisade,2024,334,0,100.0,0,100.0,210,5.0,2,92.4,0,100.0,0,100.0,1,96.2,0,100.0,3,88.6,68.33,97.47,94.93,86.91
Hyundai,Palisade,2025,177,0,100.0,0,100.0,88,5.0,0,100.0,0,100.0,0,100.0,0,100.0,2,92.4,1,96.2,68.33,100.0,96.2,88.18
Hyundai,Tucson,2004,0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,100.0,100.0,100.0,100.0
Hyundai,Tucson,2005,185,1,96.2,0,100.0,34,5.0,10,62.0,3,88.6,1,96.2,2,92.4,10,62.0,10,62.0,67.07,82.27,72.13,73.82
Hyundai,Tucson,2006,135,0,100.0,0,100.0,31,5.0,9,65.8,4,84.8,2,92.4,3,88.6,1,96.2,11,58.2,68.33,81.0,81.0,76.78
Hyundai,Tucson,2007,65,0,100.0,0,100.0,15,43.0,2,92.4,0,100.0,1,96.2,0,100.0,0,100.0,3,88.6,81.0,96.2,96.2,91.13
Hyundai,Tucson,2008,43,0,100.0,0,100.0,10,62.0,0,100.0,0,100.0,0,100.0,1,96.2,0,100.0,1,96.2,87.33,100.0,97.47,94.93
Hyundai,Tucson,2009,18,0,100.0,0,100.0,2,92.4,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,97.47,100.0,100.0,99.16
Hyundai,Tucson,2010,57,0,100.0,0,100.0,19,27.8,1,96.2,0,100.0,0,100.0,0,100.0,0,100.0,1,96.2,75.93,98.73,98.73,91.13
Hyundai,Tucson,2011,123,0,100.0,0,100.0,39,5.0,2,92.4,1,96.2,2,92.4,0,100.0,5,81.0,4,84.8,68.33,93.67,88.6,83.53
Hyundai,Tucson,2012,252,0,100.0,0,100.0,40,5.0,6,77.2,4,84.8,5,81.0,0,100.0,4,84.8,5,81.0,68.33,81.0,88.6,79.31
Hyundai,Tucson,2013,261,0,100.0,0,100.0,41,5.0,12,54.4,1,96.2,1,96.2,4,84.8,1,96.2,8,69.6,68.33,82.27,83.53,78.04
Hyundai,Tucson,2014,200,0,100.0,0,100.0,57,5.0,7,73.4,1,96.2,3,88.6,1,96.2,5,81.0,7,73.4,68.33,86.07,83.53,79.31
Hyundai,Tucson,2015,223,0,100.0,0,100.0,68,5.0,7,73.4,1,96.2,5,81.0,1,96.2,4,84.8,11,58.2,68.33,83.53,79.73,77.2
Hyundai,Tucson,2016,1591,1,96.2,0,100.0,128,5.0,20,24.0,1,96.2,1,96.2,37,5.0,35,5.0,129,5.0,67.07,72.13,5.0,48.07
Hyundai,Tucson,2017,1056,0,100.0,0,100.0,89,5.0,14,46.8,4,84.8,3,88.6,10,62.0,55,5.0,141,5.0,68.33,73.4,24.0,55.24
Hyundai,Tucson,2018,370,0,100.0,0,100.0,47,5.0,8,69.6,3,88.6,3,88.6,8,69.6,10,62.0,36,5.0,68.33,82.27,45.53,65.38
Hyundai,Tucson,2019,355,0,100.0,1,96.2,117,5.0,6,77.2,0,100.0,0,100.0,8,69.6,10,62.0,19,27.8,67.07,92.4,53.13,70.87
Hyundai,Tucson,2020,159,0,100.0,0,100.0,52,5.0,3,88.6,1,96.2,0,100.0,1,96.2,7,73.4,3,88.6,68.33,94.93,86.07,83.11
Hyundai,Tucson,2021,62,0,100.0,0,100.0,17,35.4,1,96.2,0,100.0,0,100.0,1,96.2,3,88.6,6,77.2,78.47,98.73,87.33,88.18
Hyundai,Tucson,2022,341,0,100.0,0,100.0,53,5.0,15,43.0,2,92.4,1,96.2,4,84.8,33,5.0,121,5.0,68.33,77.2,31.6,59.04
Hyundai,Tucson,2023,108,0,100.0,0,100.0,33,5.0,5,81.0,0,100.0,0,100.0,0,100.0,4,84.8,9,65.8,68.33,93.67,83.53,81.84
