brand,model,year,total_complaints,cv_wellness_complaints,cv_wellness,wb_wellness_complaints,wb_wellness,brk_wellness_complaints,brk_wellness,bat_wellness_complaints,bat_wellness,alt_wellness_complaints,alt_wellness,sta_wellness_complaints,sta_wellness,coolant_wellness_complaints,coolant_wellness,ignition_wellness_complaints,ignition_wellness,fuel_wellness_complaints,fuel_wellness,drivetrain_score,electrical_score,engine_score,overall_score
Hyundai,Tucson,2024,68,0,100.0,0,100.0,26,5.0,2,92.4,0,100.0,0,100.0,2,92.4,2,92.4,0,100.0,68.33,97.47,94.93,86.91
Hyundai,Tucson,2025,190,0,100.0,0,100.0,57,5.0,3,88.6,0,100.0,0,100.0,1,96.2,1,96.2,2,92.4,68.33,96.2,94.93,86.49
Hyundai,Sonata,2000,282,5,81.0,10,62.0,18,31.6,8,69.6,4,84.8,1,96.2,1,96.2,6,77.2,16,39.2,58.2,83.53,70.87,70.87
Hyundai,Sonata,2001,223,2,92.4,2,92.4,29,5.0,1,96.2,0,100.0,0,100.0,1,96.2,6,77.2,6,77.2,63.27,98.73,83.53,81.84
Hyundai,Sonata,2002,325,4,84.8,3,88.6,36,5.0,8,69.6,4,84.8,1,96.2,3,88.6,5,81.0,10,62.0,59.47,83.53,77.2,73.4
Hyundai,Sonata,2003,198,2,92.4,1,96.2,24,8.8,6,77.2,2,92.4,0,100.0,0,100.0,2,92.4,7,73.4,65.8,89.87,88.6,81.42
Hyundai,Sonata,2004,201,3,88.6,1,96.2,27,5.0,2,92.4,1,96.2,0,100.0,2,92.4,4,84.8,7,73.4,63.27,96.2,83.53,81.0
Hyundai,Sonata,2005,165,1,96.2,0,100.0,33,5.0,2,92.4,0,100.0,1,96.2,1,96.2,4,84.8,3,88.6,67.07,96.2,89.87,84.38
Hyundai,Sonata,2006,1047,1,96.2,3,88.6,168,5.0,33,5.0,22,16.4,1,96.2,6,77.2,27,5.0,12,54.4,63.27,39.2,45.53,49.33
Hyundai,Sonata,2007,696,0,100.0,1,96.2,131,5.0,18,31.6,14,46.8,1,96.2,6,77.2,8,69.6,8,69.6,67.07,58.2,72.13,65.8
Hyundai,Sonata,2008,425,0,100.0,1,96.2,85,5.0,12,54.4,14,46.8,3,88.6,7,73.4,10,62.0,4,84.8,67.07,63.27,73.4,67.91
Hyundai,Sonata,2009,459,1,96.2,0,100.0,133,5.0,13,50.6,8,69.6,11,58.2,3,88.6,23,12.6,11,58.2,67.07,59.47,53.13,59.89
Hyundai,Sonata,2010,345,0,100.0,0,100.0,41,5.0,5,81.0,2,92.4,8,69.6,3,88.6,8,69.6,8,69.6,68.33,81.0,75.93,75.09
Hyundai,Sonata,2011,3357,6,77.2,4,84.8,433,5.0,98,5.0,32,5.0,84,5.0,35,5.0,73,5.0,116,5.0,55.67,5.0,5.0,21.89
Hyundai,Sonata,2012,1541,6,77.2,0,100.0,286,5.0,94,5.0,18,31.6,24,8.8,20,24.0,16,39.2,85,5.0,60.73,15.13,22.73,32.86
Hyundai,Sonata,2013,1872,4,84.8,3,88.6,323,5.0,84,5.0,8,69.6,29,5.0,30,5.0,29,5.0,146,5.0,59.47,26.53,5.0,30.33
Hyundai,Sonata,2014,735,1,96.2,0,100.0,137,5.0,44,5.0,10,62.0,8,69.6,12,54.4,15,43.0,71,5.0,67.07,45.53,34.13,48.91
Hyundai,Sonata,2015,1100,4,84.8,0,100.0,142,5.0,41,5.0,12,54.4,14,46.8,18,31.6,45,5.0,117,5.0,63.27,35.4,13.87,37.51
Hyundai,Sonata,2016,697,2,92.4,1,96.2,69,5.0,27,5.0,4,84.8,4,84.8,19,27.8,45,5.0,55,5.0,64.53,58.2,12.6,45.11
Hyundai,Sonata,2017,740,1,96.2,0,100.0,46,5.0,20,24.0,2,92.4,5,81.0,9,65.8,59,5.0,45,5.0,67.07,65.8,25.27,52.71
Hyundai,Sonata,2018,351,2,92.4,0,100.0,34,5.0,13,50.6,4,84.8,20,24.0,5,81.0,28,5.0,27,5.0,65.8,53.13,30.33,49.75
Hyundai,Sonata,2019,141,0,100.0,1,96.2,8,69.6,3,88.6,1,96.2,1,96.2,2,92.4,8,69.6,9,65.8,88.6,93.67,75.93,86.07
Hyundai,Sonata,2020,151,0,100.0,0,100.0,12,54.4,3,88.6,0,100.0,1,96.2,4,84.8,2,92.4,15,43.0,84.8,94.93,73.4,84.38
Hyundai,Sonata,2021,110,0,100.0,0,100.0,11,58.2,5,81.0,0,100.0,1,96.2,6,77.2,2,92.4,19,27.8,86.07,92.4,65.8,81.42
Hyundai,Sonata,2022,79,0,100.0,1,96.2,9,65.8,2,92.4,0,100.0,0,100.0,5,81.0,3,88.6,14,46.8,87.33,97.47,72.13,85.64
Hyundai,Sonata,2023,79,0,100.0,0,100.0,12,54.4,5,81.0,0,100.0,0,100.0,2,92.4,9,65.8,31,5.0,84.8,93.67,54.4,77.62
Hyundai,Sonata,2024,35,0,100.0,0,100.0,2,92.4,1,96.2,1,96.2,0,100.0,0,100.0,0,100.0,1,96.2,97.47,97.47,98.73,97.89
Hyundai,Sonata,2025,10,0,100.0,0,100.0,3,88.6,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,96.2,100.0,100.0,98.73
Hyundai,Elantra,2000,212,0,100.0,0,100.0,16,39.2,0,100.0,0,100.0,0,100.0,8,69.6,6,77.2,25,5.0,79.73,100.0,50.6,76.78
Hyundai,Elantra,2001,330,4,84.8,3,88.6,47,5.0,5,81.0,3,88.6,0,100.0,6,77.2,9,65.8,7,73.4,59.47,89.87,72.13,73.82
Hyundai,Elantra,2002,349,3,88.6,2,92.4,51,5.0,4,84.8,1,96.2,0,100.0,2,92.4,5,81.0,10,62.0,62.0,93.67,78.47,78.05
Hyundai,Elantra,2003,234,4,84.8,2,92.4,57,5.0,0,100.0,1,96.2,0,100.0,8,69.6,4,84.8,7,73.4,60.73,98.73,75.93,78.46
Hyundai,Elantra,2004,182,0,100.0,0,100.0,21,20.2,0,100.0,1,96.2,0,100.0,2,92.4,2,92.4,4,84.8,73.4,98.73,89.87,87.33
Hyundai,Elantra,2005,137,0,100.0,0,100.0,24,8.8,2,92.4,1,96.2,0,100.0,0,100.0,4,84.8,4,84.8,69.6,96.2,89.87,85.22
Hyundai,Elantra,2006,155,0,100.0,0,100.0,61,5.0,4,84.8,0,100.0,0,100.0,4,84.8,2,92.4,4,84.8,68.33,94.93,87.33,83.53
Hyundai,Elantra,2007,265,1,96.2,0,100.0,61,5.0,4,84.8,0,100.0,0,100.0,1,96.2,6,77.2,10,62.0,67.07,94.93,78.47,80.16
Hyundai,Elantra,2008,314,1,96.2,1,96.2,98,5.0,13,50.6,1,96.2,2,92.4,6,77.2,8,69.6,44,5.0,65.8,79.73,50.6,65.38
Hyundai,Elantra,2009,279,0,100.0,0,100.0,51,5.0,10,62.0,1,96.2,0,100.0,3,88.6,8,69.6,5,81.0,68.33,86.07,79.73,78.04
Hyundai,Elantra,2010,447,0,100.0,0,100.0,67,5.0,11,58.2,3,88.6,0,100.0,3,88.6,15,43.0,10,62.0,68.33,82.27,64.53,71.71
Hyundai,Elantra,2011,459,1,96.2,2,92.4,73,5.0,19,27.8,5,81.0,6,77.2,4,84.8,12,54.4,9,65.8,64.53,62.0,68.33,64.95
Hyundai,Elantra,2012,667,3,88.6,2,92.4,128,5.0,52,5.0,6,77.2,15,43.0,5,81.0,30,5.0,19,27.8,62.0,41.73,37.93,47.22
Hyundai,Elantra,2013,1312,2,92.4,3,88.6,316,5.0,52,5.0,11,58.2,10,62.0,10,62.0,29,5.0,32,5.0,62.0,41.73,24.0,42.58
Hyundai,Elantra,2014,375,0,100.0,1,96.2,96,5.0,29,5.0,4,84.8,6,77.2,4,84.8,15,43.0,20,24.0,67.07,55.67,50.6,57.78
Hyundai,Elantra,2015,254,1,96.2,0,100.0,66,5.0,12,54.4,3,88.6,0,100.0,5,81.0,10,62.0,22,16.4,67.07,81.0,53.13,67.07
Hyundai,Elantra,2016,279,1,96.2,1,96.2,24,8.8,11,58.2,2,92.4,3,88.6,3,88.6,5,81.0,22,16.4,67.07,79.73,62.0,69.6
Hyundai,Elantra,2017,750,0,100.0,0,100.0,67,5.0,29,5.0,1,96.2,3,88.6,20,24.0,71,5.0,66,5.0,68.33,63.27,11.33,47.64
Hyundai,Elantra,2018,265,0,100.0,0,100.0,27,5.0,12,54.4,2,92.4,2,92.4,9,65.8,28,5.0,24,8.8,68.33,79.73,26.53,58.2
Hyundai,Elantra,2019,232,0,100.0,0,100.0,10,62.0,8,69.6,3,88.6,1,96.2,2,92.4,10,62.0,19,27.8,87.33,84.8,60.73,77.62
Hyundai,Elantra,2020,222,0,100.0,0,100.0,16,39.2,4,84.8,0,100.0,3,88.6,2,92.4,3,88.6,14,46.8,79.73,91.13,75.93,82.26
Hyundai,Elantra,2021,123,0,100.0,0,100.0,15,43.0,1,96.2,0,100.0,1,96.2,4,84.8,0,100.0,1,96.2,81.0,97.47,93.67,90.71
Hyundai,Elantra,2022,90,0,100.0,0,100.0,9,65.8,1,96.2,0,100.0,0,100.0,1,96.2,1,96.2,4,84.8,88.6,98.73,92.4,93.24
Hyundai,Elantra,2023,83,0,100.0,0,100.0,13,50.6,4,84.8,0,100.0,1,96.2,4,84.8,2,92.4,2,92.4,83.53,93.67,89.87,89.02
Hyundai,Elantra,2024,48,0,100.0,0,100.0,6,77.2,1,96.2,0,100.0,0,100.0,1,96.2,0,100.0,1,96.2,92.4,98.73,97.47,96.2
Hyundai,Elantra,2025,16,0,100.0,0,100.0,3,88.6,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,96.2,100.0,100.0,98.73
